"קוד עיר","שם עיר","קוד רחוב","שם רחוב"
"229","גני תקווה","27","הדקל"
"229","גני תקווה","28","התבור"
"229","גני תקווה","29","סמטת עמק זבולון"
"229","גני תקווה","30","ים המלח"
"229","גני תקווה","31","ירושלים"
"229","גני תקווה","32","ישיבת בית אליהו"
"229","גני תקווה","33","כינרת"
"229","גני תקווה","34","לבנון"
"229","גני תקווה","35","מרחביה"
"229","גני תקווה","36","סמטת הר סיני"
"229","גני תקווה","37","סמטת קדש"
"229","גני תקווה","38","עין גנים"
"229","גני תקווה","39","עין חנוך"
"229","גני תקווה","40","עין שמש"
"229","גני תקווה","41","עמק הקישון"
"229","גני תקווה","42","עמק יזרעאל"
"229","גני תקווה","43","קדושי השואה"
"229","גני תקווה","44","קדש"
"229","גני תקווה","45","הרימון"
"229","גני תקווה","103286","הנשיא טרומן"
"229","גני תקווה","103583","דרך הבשמים"
"229","גני תקווה","104758","יובלים"
"229","גני תקווה","104569","יודפת"
"229","גני תקווה","103766","שלמה רבאון"
"229","גני תקווה","103642","דרך המשי"
"229","גני תקווה","25","הכרמל"
"229","גני תקווה","26","רב און"
"229","גני תקווה","47","הר נבו"
"229","גני תקווה","48","עין גדי"
"229","גני תקווה","130","צאלון"
"229","גני תקווה","131","התאנה"
"229","גני תקווה","134","סמ כינרת"
"230","מעש","1","הבריגדיר קיש"
"230","מעש","2","ההדרים"
"230","מעש","3","הכלנית"
"230","מעש","4","הצבעות"
"230","מעש","5","השלושה"
"230","מעש","8","האילנות"
"230","מעש","9","התפוז"
"230","מעש","6","אילת"
"230","מעש","7","האורנים"
"230","מעש","10","הצבעוני"
"232","שפיים","1","מלון שפיים"
"233","ידידיה","10","הבנים"
"233","ידידיה","11","המיסדים"
"233","ידידיה","12","הפרחים"
"233","ידידיה","7","ללא רחוב"
"233","ידידיה","1","אביחיל"
"233","ידידיה","2","בני גאולים"
"233","ידידיה","3","דרך הים"
"233","ידידיה","4","הפרסה"
"233","ידידיה","5","מול הים"
"233","ידידיה","6","הפיקוסים"
"233","ידידיה","104262","הרימון"
"233","ידידיה","8","עתיר ידע"
"233","ידידיה","9","רחבת צבעוני השרון"
"233","ידידיה","107603","עבודת האדמה"
"234","ביצרון","8","דרך הפיקוסים"
"234","ביצרון","9","ללא רחוב"
"234","ביצרון","6","דרך הנוריות"
"234","ביצרון","10","העולים"
"234","ביצרון","1","הבולגרים"
"234","ביצרון","2","הותיקים"
"234","ביצרון","3","החיילים"
"234","ביצרון","4","העקרונים"
"234","ביצרון","7","דרך הנרקיסים"
"234","ביצרון","5","הנורית"
"235","חבצלת השרון","10","המלכים"
"235","חבצלת השרון","11","כפר נופש נעורים"
"235","חבצלת השרון","9","דרך האלמוג"
"235","חבצלת השרון","1","דרך הבנים"
"235","חבצלת השרון","2","דרך הזיתים"
"235","חבצלת השרון","3","דרך הים"
"235","חבצלת השרון","4","דרך הפרדסים"
"235","חבצלת השרון","5","הזיתים"
"235","חבצלת השרון","6","הנרקיס"
"235","חבצלת השרון","7","כיכר הבנים"
"235","חבצלת השרון","8","צוקי ים"
"235","חבצלת השרון","104242","סמטת שלדג"
"237","שער העמקים","100786","ללא רחוב"
"239","גן חיים","13","הגפן"
"239","גן חיים","12","הרקפת"
"239","גן חיים","1","דרך המלך"
"239","גן חיים","2","האיריס"
"239","גן חיים","3","האלה"
"239","גן חיים","4","הזית"
"239","גן חיים","5","החרוב"
"239","גן חיים","6","הכלנית ש.בנים א"
"239","גן חיים","7","הנורית"
"239","גן חיים","8","הנרקיס"
"239","גן חיים","9","הערבה"
"239","גן חיים","10","הרימון"
"239","גן חיים","11","התמר"
"240","יקנעם עילית","10","דן"
"240","יקנעם עילית","11","דקל"
"240","יקנעם עילית","12","האורן"
"240","יקנעם עילית","13","האורנים"
"240","יקנעם עילית","14","האיילה"
"240","יקנעם עילית","15","האיריסים"
"240","יקנעם עילית","16","האלה"
"240","יקנעם עילית","17","האלונים"
"240","יקנעם עילית","18","הארזים"
"240","יקנעם עילית","19","האשל"
"240","יקנעם עילית","20","הבניאס"
"240","יקנעם עילית","103476","העתיד"
"240","יקנעם עילית","103477","נחל הבשור"
"240","יקנעם עילית","102933","העוצמה"
"240","יקנעם עילית","102999","עמק השלום"
"240","יקנעם עילית","105033","הפטל"
"240","יקנעם עילית","104839","שדרות היובל"
"240","יקנעם עילית","103545","נחל ערוגות"
"240","יקנעם עילית","103576","האקליפטוס"
"240","יקנעם עילית","104654","הצמיחה"
"240","יקנעם עילית","104688","מרום"
"240","יקנעם עילית","104098","המפל"
"240","יקנעם עילית","102806","התנופה"
"240","יקנעם עילית","104086","הגיא"
"240","יקנעם עילית","103461","עמק הברכה"
"240","יקנעם עילית","102892","הקידמה"
"240","יקנעם עילית","77","הגלעד"
"240","יקנעם עילית","100219","סיני"
"240","יקנעם עילית","100243","הבשן"
"240","יקנעם עילית","73","כליל החורש"
"240","יקנעם עילית","76","הצופים"
"240","יקנעם עילית","72","חצב"
"240","יקנעם עילית","103335","נחל השניים"
"240","יקנעם עילית","105472","הבוסתן"
"240","יקנעם עילית","69","אורטל"
"240","יקנעם עילית","70","דרך העמק"
"240","יקנעם עילית","71","החצב"
"240","יקנעם עילית","167","אמנון ותמר"
"240","יקנעם עילית","249","האגם"
"240","יקנעם עילית","263","הגפן"
"240","יקנעם עילית","166","הזית"
"240","יקנעם עילית","262","החורש"
"240","יקנעם עילית","248","המצוק"
"240","יקנעם עילית","243","ליטאני"
"240","יקנעם עילית","120","מעלה הבנים"
"240","יקנעם עילית","218","שומרון"
"240","יקנעם עילית","105236","היוזמה"
"240","יקנעם עילית","82","אלון"
"240","יקנעם עילית","78","משעול התל"
"240","יקנעם עילית","81","הגלבוע"
"240","יקנעם עילית","80","יודפת"
"240","יקנעם עילית","79","התבור"
"240","יקנעם עילית","21","הברושים"
"240","יקנעם עילית","22","הגיבורים"
"240","יקנעם עילית","23","הדודאים"
"240","יקנעם עילית","24","הדס"
"240","יקנעם עילית","25","ההרדופים"
"240","יקנעם עילית","26","הורדים"
"240","יקנעם עילית","27","החצבני"
"240","יקנעם עילית","28","החרמון"
"240","יקנעם עילית","29","היסמין"
"240","יקנעם עילית","30","היצירה"
"240","יקנעם עילית","31","היקינטון"
"240","יקנעם עילית","32","הכלניות"
"240","יקנעם עילית","33","הכרמל"
"240","יקנעם עילית","34","המדע"
"240","יקנעם עילית","35","המיצר"
"240","יקנעם עילית","36","המלאכה"
"240","יקנעם עילית","37","הנוריות"
"240","יקנעם עילית","74","בנטל"
"240","יקנעם עילית","75","מורן"
"240","יקנעם עילית","38","הנרקיסים"
"240","יקנעם עילית","39","הסחלבים"
"240","יקנעם עילית","40","הערבה"
"240","יקנעם עילית","41","הציפורנים"
"240","יקנעם עילית","42","הרימון"
"240","יקנעם עילית","43","הרקפות"
"240","יקנעם עילית","44","השיטה"
"240","יקנעם עילית","45","השיקמה"
"240","יקנעם עילית","46","השקד"
"240","יקנעם עילית","47","התאנה"
"240","יקנעם עילית","48","התמר"
"240","יקנעם עילית","49","התעשייה"
"240","יקנעם עילית","50","חורשת טל"
"240","יקנעם עילית","51","חרצית"
"240","יקנעם עילית","52","יער אודם"
"240","יקנעם עילית","53","יפה נוף"
"240","יקנעם עילית","54","ירדן"
"240","יקנעם עילית","55","ירמוך"
"240","יקנעם עילית","56","לילך"
"240","יקנעם עילית","57","מירון"
"240","יקנעם עילית","58","מרגנית"
"240","יקנעם עילית","59","נופר"
"240","יקנעם עילית","60","נחל שורק"
"240","יקנעם עילית","61","סביון"
"240","יקנעם עילית","62","סיגלית"
"240","יקנעם עילית","63","פעמונית"
"240","יקנעם עילית","64","צאלים"
"240","יקנעם עילית","65","רותם"
"240","יקנעם עילית","1","אביטל"
"240","יקנעם עילית","2","אילנות"
"240","יקנעם עילית","3","אכזיב"
"240","יקנעם עילית","4","אפון"
"240","יקנעם עילית","5","אפק"
"240","יקנעם עילית","6","ארבל"
"240","יקנעם עילית","7","גולן"
"240","יקנעם עילית","8","גונן"
"240","יקנעם עילית","9","דליות"
"240","יקנעם עילית","66","שדרות יצחק רבין"
"240","יקנעם עילית","67","שיאון"
"240","יקנעם עילית","68","שניר"
"241","יקנעם מושבה","28","כלא קישון"
"241","יקנעם מושבה","29","האלון"
"241","יקנעם מושבה","25","שביל החלב"
"241","יקנעם מושבה","26","משעול התל"
"241","יקנעם מושבה","23","ללא רחוב"
"241","יקנעם מושבה","30","המדע"
"241","יקנעם מושבה","27","נוף יזרעאל"
"241","יקנעם מושבה","24","יפה נוף"
"241","יקנעם מושבה","22","הגנים"
"241","יקנעם מושבה","15","הערבה"
"241","יקנעם מושבה","104507","פעמונית"
"241","יקנעם מושבה","104508","דרך נוף הים"
"241","יקנעם מושבה","14","אורנים"
"241","יקנעם מושבה","8","שדרות הראשונים"
"241","יקנעם מושבה","9","אגרא"
"241","יקנעם מושבה","10","נחל קרט"
"241","יקנעם מושבה","11","דרך הגורן"
"241","יקנעם מושבה","12","מעלה הרקפות"
"241","יקנעם מושבה","13","מעלה החנן"
"241","יקנעם מושבה","7","נתיב הנוטרים"
"241","יקנעם מושבה","1","גבעת המגדל"
"241","יקנעם מושבה","2","דרך העמק"
"241","יקנעם מושבה","3","הגיא"
"241","יקנעם מושבה","4","כליל החורש"
"241","יקנעם מושבה","5","מעלה הבנים"
"241","יקנעם מושבה","6","מעלה הגבעה"
"242","בית השיטה","100845","ללא רחוב"
"246","נתיבות","105563","חבוש"
"246","נתיבות","105564","חטיבת הראל"
"246","נתיבות","105565","ישיבת הנגב"
"246","נתיבות","105566","כפר ים"
"246","נתיבות","105567","כרם עצמונה"
"246","נתיבות","105568","לוטם"
"246","נתיבות","105569","ליבנה"
"246","נתיבות","105570","מרווה"
"246","נתיבות","105571","מרכז תעשיה"
"246","נתיבות","105572","משמש"
"246","נתיבות","105573","משעול בעל הנס"
"246","נתיבות","105574","משעול נתניהו"
"246","נתיבות","105575","נווה דקלים"
"246","נתיבות","105576","נתיב המעלה"
"246","נתיבות","105577","ער אציל"
"246","נתיבות","105483","אפרסק"
"246","נתיבות","105232","כפר דרום"
"246","נתיבות","104225","דולב"
"246","נתיבות","104542","ניצנית"
"246","נתיבות","103587","החרש"
"246","נתיבות","103629","הצורף"
"246","נתיבות","104180","אשכולית"
"246","נתיבות","104181","חרוב"
"246","נתיבות","104182","שזיף"
